OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
33,Dorset Park,126,135,167,196,195,201,165,129,141,187,217,207,539.6762085,667.2793579,761.9639893,758.135376,781.7057495,642.7235718,503.0416565,547.1265869,714.0947876,799.2338867,756.053894,51,42,44,41,82,61,73,49,69,100,114,203.8776703,167.8187561,171.0531464,159.4028168,318.9048462,237.6129608,284.6669922,190.1362,263.4895325,368.3105469,416.3775024,5,4,3,4,2,1,3,8,15,15,20,19.98800659,15.98273849,11.662714,15.5514946,7.778166771,3.895294428,11.69864273,31.0426445,57.28033066,55.24658203,73.04868317,91,84,71,88,66,57,71,38,73,66,74,363.7817383,335.6375122,276.0175781,342.1328735,256.6795044,222.0317841,276.8678894,147.4525604,278.7642822,243.0849762,270.2801514,1,0,0,1,0,2,0,3,0,4,1,3.997601509,0,0,3.88787365,0,7.790588856,0,11.64099216,0,14.73242283,3.652434349,33,37,58,35,35,38,25,17,30,29,26,131.9208527,147.840332,225.4791412,136.0755768,136.1179199,148.0211945,97.48869324,65.96562195,114.5606613,106.8100586,94.96329498,1,4,10,7,8,7,6,6,5,2,5,3.997601509,15.98273849,38.87571335,27.2151165,31.11266708,27.26706123,23.39728546,23.28198433,19.09344292,7.366211414,18.26217079,77,101,67,59,63,78,113,92,80,97,78,307.8153076,403.5641479,260.4672852,229.384552,245.0122528,303.8329773,440.6488953,356.9904175,305.4950867,357.2612305,284.8898926,6,10,12,4,15,8,5,4,8,25,13,23.98560905,39.95684814,46.65085602,15.5514946,58.33625031,31.16235542,19.49773788,15.52132225,30.54950905,92.07763672,47.48164749,27379,6012148.17,10566.98781
34,Ionview,125,103,111,105,94,93,82,87,92,85,126,109,741.0072021,794.9011841,746.480896,670.0883789,664.8080444,588.1509399,626.4400635,660.7771606,607.0127563,876.6436768,761.2263184,5,12,7,7,3,8,6,10,11,34,25,35.97122192,85.93526459,49.7653923,49.90019989,21.44542122,57.38057709,43.20276642,71.82360077,78.55459595,236.554657,174.5932007,0,3,0,3,3,4,4,1,3,5,0,0,21.48381615,0,21.38579941,21.44542122,28.69028854,28.80184364,7.182360172,21.42398071,34.78744888,0,33,45,17,29,19,19,15,18,12,15,17,237.4100647,322.2572327,120.8588104,206.7294006,135.8209991,136.2788696,108.0069122,129.282486,85.69592285,104.3623428,118.7233734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.983727932,24,17,9,14,8,12,2,4,8,4,2,172.6618652,121.7416229,63.98407364,99.80039978,57.18778992,86.07086182,14.40092182,28.72944069,57.13061523,27.82995987,13.96745586,1,0,0,0,1,1,1,0,2,2,1,7.194244385,0,0,0,7.14847374,7.172572136,7.200460911,0,14.28265381,13.91497993,6.983727932,13,31,15,22,23,32,33,40,43,32,20,93.525177,221.9994202,106.6401215,156.8291931,164.4149017,229.5223083,237.6152039,287.2944031,307.0770569,222.639679,139.6745605,1,5,4,1,1,2,0,3,2,2,6,7.194244385,35.80635834,28.43736649,7.128600121,7.14847374,14.34514427,0,21.54708099,14.28265381,13.91497993,41.90236664,14319,1952896.367,6356.223326
35,Kennedy Park,124,208,243,212,187,218,221,175,185,224,314,272,1175.672607,1378.645142,1203.178223,1059.190063,1232.82251,1248.869751,988.2539063,1037.228027,1231.51355,1661.28772,1421.776123,26,12,12,27,30,24,33,34,53,45,49,146.9590759,68.08124542,68.10442352,152.9311829,169.6544647,135.6238708,186.3564453,190.6257019,291.3849182,238.0826416,256.1287842,1,7,5,9,12,3,4,9,8,8,6,5.652272224,39.71405792,28.37684441,50.97706223,67.86178589,16.95298386,22.58866119,50.4597435,43.98262787,42.32580185,31.36270905,49,36,46,50,48,41,32,35,43,41,33,276.9613342,204.2437286,261.0669556,283.2059021,271.4471436,231.6907806,180.7092896,196.2323456,236.4066162,216.9197388,172.4949036,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,11.31029797,5.650994778,0,11.21327686,0,0,0,69,63,26,54,30,24,24,27,26,30,26,390.0067749,357.4265442,147.5595856,305.8623657,169.6544647,135.6238708,135.5319672,151.3792267,142.9435425,158.721756,135.9050751,0,0,2,2,3,1,1,2,3,7,7,0,0,11.35073757,11.32823563,16.96544647,5.650994778,5.647165298,11.21327686,16.4934845,37.03507614,36.58982849,32,48,34,74,57,68,72,65,95,73,59,180.8727112,272.3249817,192.9625397,419.1447144,322.3435059,384.2676392,406.5958862,364.431488,522.2937012,386.2229614,308.3999939,6,2,5,4,20,6,9,4,5,12,11,33.91363144,11.34687424,28.37684441,22.65647125,113.1029816,33.90596771,50.82448578,22.42655373,27.48914146,63.48870468,57.49830246,19131,3580843.352,7606.721632
36,Cliffcrest,123,81,99,110,119,138,136,110,98,135,180,156,499.3218994,610.5834351,672.4949341,724.5935669,837.0738525,822.050293,663.0100708,585.0396729,785.4317017,1002.059814,853.1583252,19,13,11,18,23,19,19,31,43,62,70,117.1248932,80.17762756,67.24949646,109.6023865,139.5123138,114.8452606,114.5199203,185.0635834,250.1745453,345.1539307,382.8274536,6,2,7,9,1,4,5,2,3,3,1,36.98680878,12.33501911,42.79513168,54.80119324,6.065752983,24.17794991,30.13682175,11.93958569,17.45403862,16.7009964,5.468963623,42,58,59,36,53,46,36,30,21,24,27,258.9076538,357.7155457,360.7018433,219.2047729,321.4848938,278.0464172,216.9851074,179.0937805,122.1782608,133.6079712,147.6620178,0,1,0,0,1,1,0,1,0,1,0,0,6.167509556,0,0,6.065752983,6.044487476,0,5.969792843,0,5.566998959,0,29,22,25,34,15,29,23,13,14,13,7,178.769577,135.6852112,152.8397675,207.0267334,90.98628998,175.2901306,138.6293793,77.60730743,81.45217896,72.37098694,38.28274536,0,2,0,0,2,1,1,0,4,4,2,0,12.33501911,0,0,12.13150597,6.044487476,6.027364254,0,23.27205086,22.26799583,10.93792725,39,56,63,71,65,107,88,73,78,49,38,240.4142456,345.3805237,385.156189,432.3205261,394.2739258,646.7601318,530.4080811,435.7948914,453.8049927,272.7829285,207.8206177,4,5,3,7,3,3,9,3,5,2,13,24.65787125,30.8375473,18.34077072,42.62314987,18.197258,18.13346291,54.24627686,17.90937805,29.0900631,11.13399792,71.0965271,18285,7190836.36,19944.1073
37,Birchcliffe-Cliffside,122,140,133,198,161,199,209,146,142,159,210,160,628.0561523,597.1623535,865.1955566,697.543457,855.0681152,890.6503296,617.3361816,591.6420288,651.2923584,830.8276367,627.2542114,13,17,15,13,23,26,20,31,46,73,70,58.31949997,76.32902527,65.54512024,56.32338333,98.82696533,110.7985992,84.56659698,129.1612854,188.4241943,288.8115234,274.4237061,10,18,22,17,8,5,14,11,6,6,8,44.86115646,80.8189621,96.13283539,73.65365601,34.37459564,21.30742264,59.19661713,45.83142471,24.57707024,23.73793411,31.36270905,73,81,76,83,70,57,46,42,31,34,48,327.4864197,363.6853333,332.0952454,359.6031494,300.7777405,242.9046326,194.5031738,174.9927063,126.9815292,134.5149536,188.1762543,0,1,0,1,1,0,0,0,1,0,0,0,4.489942551,0,4.332567692,4.296824455,0,0,0,4.096178055,0,0,16,26,25,15,22,32,21,14,15,14,8,71.77784729,116.7385025,109.2418594,64.98851776,94.53014374,136.3675079,88.7949295,58.3309021,61.44267273,55.38851166,31.36270905,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,8.522969246,0,4.166492939,0,3.956322193,3.920338631,83,108,93,58,98,93,88,68,69,54,35,372.3475952,484.9137878,406.3797302,251.2889404,421.0888062,396.3180847,372.0930176,283.3215332,282.6362915,213.6414032,137.211853,3,5,6,5,8,7,5,4,6,7,6,13.45834637,22.44971275,26.21804619,21.66283989,34.37459564,29.83039284,21.14164925,16.66597176,24.57707024,27.69425583,23.52203178,25508,6009067.387,14693.48886
38,Downtown Yonge East,168,342,392,346,473,498,614,506,594,539,654,620,2587.185059,2981.215332,2479.042725,3114.916016,3057.090332,3543.397949,2753.891357,3034.017822,2594.4646,2906.537598,2616.916992,26,19,16,14,48,43,25,44,44,45,45,196.6865845,144.4976807,114.6378174,92.19624329,294.6593018,248.1532745,136.0618286,224.7420502,211.7930145,199.9911041,189.9375305,158,128,115,161,188,169,102,164,175,205,144,1195.249268,973.4580688,823.9592896,1060.256836,1154.082275,975.3001099,555.1322632,837.6749268,842.3585815,911.0706177,607.8001099,88,82,85,112,123,181,144,161,110,120,87,665.7084351,623.621582,609.0134277,737.5699463,755.0644531,1044.552124,783.7161255,822.3516235,529.4825439,533.3096313,367.2125549,1,2,1,0,2,0,1,0,0,2,2,7.564868927,15.21028233,7.164863586,0,12.27747059,0,5.442472935,0,0,8.888493538,8.44166851,89,99,100,120,143,112,84,96,76,90,105,673.2733154,752.9089966,716.4863281,790.25354,877.8391724,646.3527222,457.1677246,490.3463135,365.8243103,399.9822083,443.187561,0,4,3,0,2,5,4,7,3,5,2,0,30.42056465,21.49459076,0,12.27747059,28.85503197,21.76989174,35.75441742,14.4404335,22.22123528,8.44166851,192,158,141,225,182,252,190,114,81,113,171,1452.454834,1201.612305,1010.245728,1481.725342,1117.249878,1454.293579,1034.069824,582.2862549,389.8916931,502.1998901,721.7626343,23,11,30,20,20,20,24,26,19,25,40,173.9919739,83.65655518,214.9459076,131.7089233,122.7747116,115.4201279,130.6193542,132.802124,91.45607758,111.1061707,168.8333588,23692,808531.2029,4251.567339
39,Church-Wellesley,167,223,209,307,309,363,355,308,403,388,330,368,1265.032959,1153.039795,1629.857666,1558.009399,1743.599609,1629.33728,1354.322388,1690.649048,1563.570435,1253.847046,1356.782104,12,10,9,16,26,17,8,34,16,38,23,68.07351685,55.16936874,47.78084564,80.67362213,124.8859253,78.02459717,35.17720413,142.6353912,64.47712708,144.3823853,84.79888153,88,105,98,128,90,119,109,99,88,102,66,499.2058105,579.2783813,520.2803345,645.3889771,432.2974243,546.1721802,479.2894287,415.3207092,354.6242065,387.5527039,243.335907,61,73,62,87,79,128,98,87,73,76,61,346.0404053,402.7363892,329.1569214,438.6628418,379.4610596,587.4793701,430.9207764,364.9788208,294.1769104,288.7647705,224.9013824,0,2,3,1,1,1,0,0,0,1,0,0,11.03387356,15.92694855,5.042101383,4.803304672,4.589682579,0,0,0,3.799536467,0,41,40,51,46,54,51,59,41,42,55,43,232.5845184,220.677475,270.7581177,231.936676,259.3784485,234.0738068,259.4318848,172.0015106,169.2524719,208.9745026,158.5370331,0,1,1,0,0,1,1,2,1,1,0,0,5.516936779,5.308982849,0,0,4.589682579,4.397150517,8.390317917,4.029820442,3.799536467,0,99,68,67,56,53,93,66,58,53,78,74,561.6065063,375.1517029,355.7018433,282.3576965,254.5751495,426.8404541,290.2119446,243.3192139,213.5804901,296.3638306,272.8311768,10,5,12,10,21,21,19,21,19,26,20,56.72793198,27.58468437,63.70779419,50.42101669,100.8694,96.3833313,83.54586029,88.09833527,76.56658936,98.78794861,73.73815918,27123,556185.2454,3151.478044
40,St Lawrence-East Bayfront-The Islands,166,179,199,226,218,310,275,268,355,393,440,520,793.5100708,853.2716064,949.8192749,850.4993896,1131.634644,943.1050415,867.2016602,1079.683716,1140.651245,1196.757935,1362.719116,20,11,6,16,18,19,13,31,39,43,34,88.66033936,47.16576767,25.2164402,62.42197418,65.70781708,65.1599884,42.06575012,94.28224182,113.1944046,116.9558868,89.10086823,124,98,127,119,151,144,128,131,124,107,80,549.6940918,420.2041016,533.7479858,464.2634277,551.2155762,493.8440857,414.1858521,398.4184875,359.9001465,291.0297546,209.6490936,57,49,62,68,78,104,98,150,127,94,107,252.6819763,210.1020508,260.5698853,265.293396,284.7338867,356.6651917,317.1110535,456.2043762,368.6074219,255.6710052,280.4056702,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3.901373386,0,0,0,0,5.804841042,0,0,35,15,16,20,39,31,45,43,32,41,35,155.1555939,64.31695557,67.24384308,78.02746582,142.3669434,106.3136597,145.6122131,130.778595,92.87745667,111.5160751,91.72148132,4,0,3,4,2,0,3,2,5,3,2,17.73206902,0,12.6082201,15.60549355,7.300868988,0,9.707481384,6.082725048,14.51210308,8.159712791,5.241227627,121,111,86,87,72,122,159,76,100,111,61,536.3950806,475.9454651,361.4356689,339.4194641,262.8312683,418.3956909,514.496521,231.1435547,290.2420654,301.9093628,159.8574371,16,18,16,20,17,28,17,22,23,31,36,70.92827606,77.18034363,67.24384308,78.02746582,62.05738449,96.02523804,55.00905991,66.90997314,66.75567627,84.31703186,94.34209442,38159,11314215.3,19766.07477
41,Harbourfront-CityPlace,165,119,143,141,178,148,184,222,278,265,270,274,513.3071899,572.710144,525.7466431,648.4753418,527.5164185,641.7858276,758.7409058,925.8950806,850.5857544,819.8712769,809.692688,14,14,10,20,8,14,21,27,27,34,27,60.38908005,56.06952667,37.28699875,72.86239624,28.51440048,48.83153152,71.772789,89.92506409,86.66345978,103.2430496,79.78723145,66,73,122,152,127,128,76,91,92,88,76,284.6913757,292.3625183,454.9013672,553.7542114,452.6661072,446.4597168,259.7491455,303.08078,295.297699,267.2172852,224.5862885,27,64,38,63,81,82,75,54,58,77,32,116.464653,256.3178406,141.6905975,229.5165558,288.7082825,286.0132446,256.3313904,179.8501282,186.1659393,233.8151398,94.56264496,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,6.835503578,0,0,3.036560297,5.91016531,11,7,13,16,26,17,15,23,31,22,18,47.44856262,28.03476334,48.47309875,58.28992081,92.67179871,59.29542923,51.26627731,76.60282898,99.50248718,66.80432129,53.19149017,1,1,0,1,6,2,4,6,3,3,1,4.31350565,4.004966259,0,3.64312005,21.38579941,6.975933075,13.67100716,19.98334694,9.629273415,9.109680176,2.955082655,87,91,69,71,62,40,50,51,60,91,57,375.2749939,364.4519348,257.2802734,258.6615295,220.9866028,139.5186615,170.8875885,169.8584442,192.5854645,276.3269653,168.4397125,12,15,23,12,18,20,14,9,15,15,16,51.76206589,60.07449341,85.76009369,43.71743774,64.15740204,69.75933075,47.848526,29.97502136,48.14636612,45.54840088,47.28132248,33840,1138334.074,7255.361287
42,Wellington Place,164,416,470,524,495,449,388,281,341,443,418,469,2811.570801,2829.109619,2821.147949,2434.106934,2032.777954,1627.312012,1098.428589,1240.045044,1474.0625,1255.292969,1311.411255,21,19,23,25,39,32,39,46,69,72,62,141.9302521,114.3682632,123.82901,122.9347,176.5664673,134.2113037,152.450943,167.2788086,229.5943909,216.222702,173.3635254,103,94,160,162,184,140,116,101,111,81,97,696.1340942,565.8219604,861.4191895,796.6168213,833.0314941,587.1744385,453.4438171,367.2860718,369.3474731,243.2505493,271.2300415,77,76,113,129,176,155,179,148,127,142,114,520.4109497,457.473053,608.3773193,634.3430176,796.8127441,650.0859985,699.7107544,538.201416,422.5867615,426.4392395,318.7651978,1,1,0,1,1,1,1,1,2,1,1,6.758583546,6.019382477,0,4.917387962,4.527345181,4.194103241,3.908998489,3.636495829,6.654909611,3.003093243,2.79618597,27,30,43,41,47,50,24,19,55,46,37,182.4817505,180.5814667,231.5064087,201.6128998,212.7852173,209.7051544,93.81596375,69.09342194,183.0100098,138.1422882,103.4588852,2,6,3,11,9,6,3,6,8,7,5,13.51716709,36.11629486,16.15160942,54.09126663,40.74610519,25.16461945,11.72699547,21.81897545,26.61963844,21.02165222,13.98093033,185,121,67,104,97,107,139,105,77,92,93,1250.337891,728.3452759,360.7192993,511.4083252,439.1524658,448.769043,543.350769,381.8320618,256.2140198,276.2845764,260.0452881,19,15,19,20,25,27,24,20,22,31,31,128.4130859,90.29073334,102.2935257,98.34775543,113.1836319,113.2407837,93.81596375,72.72991943,73.20401001,93.09588623,86.6817627,35763,979639.0364,4214.261977
43,Fort York-Liberty Village,163,97,112,99,99,130,125,93,153,164,168,188,646.1928101,671.3018188,537.3134155,520.9429321,663.9428101,620.1934814,448.668457,713.7525635,730.2520142,701.197876,756.7523804,10,15,14,10,13,19,16,14,16,23,22,66.61781311,89.90649414,75.98371887,52.62050247,66.39427948,94.26940918,77.1902771,65.31069183,71.24410248,95.99732971,88.55612946,40,71,60,76,102,120,66,54,32,43,87,266.4712524,425.5574341,325.6445007,399.915802,520.9397583,595.3857422,318.4098816,251.912674,142.488205,179.4732666,350.1992493,33,37,28,58,43,83,46,41,28,33,29,219.8387909,221.7693634,151.9674377,305.1989136,219.6118469,411.8084717,221.9220428,191.2670288,124.6771774,137.7352905,116.7330856,0,2,0,0,1,0,0,0,0,2,0,0,11.98753262,0,0,5.107252121,0,0,0,0,8.347594261,0,9,7,4,2,5,8,14,7,10,7,12,59.9560318,41.95636368,21.70963287,10.5241003,25.5362606,39.69238281,67.54148865,32.65534592,44.52756119,29.21657753,48.30334473,1,2,1,0,3,1,1,2,4,1,5,6.661781311,11.98753262,5.427408218,0,15.32175732,4.961547852,4.824392319,9.330099106,17.81102562,4.173797131,20.12639427,41,57,24,39,32,47,44,38,30,37,28,273.1330261,341.6446838,130.2577972,205.2199554,163.4320679,233.192749,212.2732544,177.2718811,133.5826874,154.430481,112.7078018,11,14,11,8,8,12,4,17,15,11,21,73.27959442,83.91272736,59.70149231,42.09640121,40.85801697,59.53857422,19.29756927,79.30583954,66.79134369,45.91176605,84.53085327,24843,2339540.371,9924.963819
44,West Queen West,162,124,130,117,123,101,107,96,106,106,107,117,937.1929321,968.559082,813.4603271,856.2478027,703.8817749,746.8416138,671.0471191,736.9811401,727.5722656,711.0579224,774.3216553,11,6,5,6,5,12,12,11,22,14,13,83.13808441,44.70272827,34.7632637,41.76818466,34.84563446,83.7579422,83.88088989,76.47917938,151.0055542,93.03562164,86.03573608,50,45,63,66,66,88,81,37,27,42,43,377.9003906,335.2704468,438.0170898,459.4500427,459.9623718,614.2249146,566.1959839,257.2481384,185.3250122,279.1068726,284.5797424,34,29,42,31,28,65,63,51,36,43,40,256.9722595,216.0631866,292.0114136,215.8022919,195.1355438,453.6888428,440.3746643,354.5852661,247.1000061,285.7522583,264.7253418,0,0,1,0,1,0,1,0,0,0,0,0,0,6.952652454,0,6.969126701,0,6.990074158,0,0,0,0,18,10,7,7,8,10,8,11,6,8,8,136.0441437,74.50454712,48.66856766,48.72954941,55.75301361,69.79828644,55.92059326,76.47917938,41.18333435,53.16321182,52.94506836,0,1,3,1,1,0,0,1,0,0,0,0,7.450454712,20.85795784,6.961364269,6.969126701,0,0,6.952652454,0,0,0,88,48,47,83,57,53,39,52,37,31,25,665.1046753,357.6218262,326.7746582,577.7932739,397.2402344,369.9309082,272.6128845,361.5379333,253.9638977,206.0074463,165.4533386,3,4,6,4,7,6,7,6,6,5,7,22.67402267,29.80181885,41.71591568,27.84545708,48.78388596,41.8789711,48.9305191,41.71591568,41.18333435,33.227005,46.32693481,15110,901748.5425,4286.66848
45,Humber Bay Shores,161,58,77,76,81,75,94,82,102,121,152,131,395.0146484,484.2158203,453.8126221,452.8681641,394.1559753,466.0848999,385.1573486,452.1477051,519.3579102,620.1803589,522.4952393,7,8,7,19,9,22,19,25,53,78,31,47.67418289,50.30813599,41.79853058,106.2283325,47.2987175,109.0836945,89.24377441,110.8205185,227.4873352,318.2504272,123.6439056,9,13,31,38,62,74,38,23,25,16,16,61.29537582,81.75072479,185.1077881,212.456665,325.8356018,366.9178772,178.4875488,101.9548721,107.3053513,65.28214264,63.81620789,13,20,16,15,14,34,19,29,27,37,33,88.5377655,125.77034,95.53949738,83.86447144,73.57578278,168.5838928,89.24377441,128.5518036,115.8897781,150.9649506,131.6209259,0,1,0,0,0,1,0,0,2,0,0,0,6.288516998,0,0,0,4.958349705,0,0,8.584427834,0,0,1,6,3,6,15,10,8,6,8,9,8,6.81059742,37.73110199,17.91365623,33.54579163,78.83119965,49.58349991,37.57632828,26.59692383,34.33771133,36.72120285,31.90810394,0,2,0,0,0,2,1,1,3,1,1,0,12.577034,0,0,0,9.916699409,4.697041035,4.432820797,12.87664223,4.080133915,3.988512993,47,21,35,34,14,19,28,20,66,30,47,320.0980835,132.0588531,208.9926605,190.092804,73.57578278,94.20864868,131.5171509,88.65641022,283.2861328,122.4040146,187.4601135,6,6,10,8,7,5,11,6,12,10,12,40.86358261,37.73110199,59.71218872,44.72771835,36.78789139,24.79174995,51.66744995,26.59692383,51.50656891,40.8013382,47.86215591,25072,1578118.507,16145.79309
46,Mimico-Queensway,160,150,128,165,262,412,230,205,268,343,525,871,883.288208,745.6165771,894.2120361,1393.394653,2151.211426,1181.001343,1036.767334,1329.628906,1661.5802,2442.769287,3997.246338,28,26,28,22,13,40,32,32,63,70,78,164.8804626,151.4533691,151.7450714,117.0026093,67.87802887,205.3915253,161.836853,158.7616577,305.1882019,325.7025757,357.9623718,18,19,6,22,41,23,9,18,23,5,10,105.9945831,110.6774597,32.51679993,117.0026093,214.0768585,118.1001282,45.51661301,89.30343628,111.4179153,23.26447105,45.89261246,42,46,33,43,36,46,34,25,47,34,51,247.320694,267.9559631,178.8424072,228.6869049,187.9699249,236.2002563,171.9516449,124.032547,227.6800842,158.1983948,234.0523224,0,0,1,1,0,0,1,0,0,1,2,0,0,5.419466496,5.318300247,0,0,5.057401657,0,0,4.65289402,9.17852211,9,18,9,17,14,7,3,8,16,8,10,52.99729156,104.8523331,48.77519989,90.41110229,73.09941864,35.94351578,15.17220497,39.69041443,77.50811768,37.22315216,45.89261246,0,1,1,1,1,1,1,2,1,2,0,0,5.825129509,5.419466496,5.318300247,5.221386909,5.134788036,5.057401657,9.922603607,4.844257355,9.30578804,0,69,48,37,43,42,74,47,35,64,54,48,406.312561,279.6062317,200.5202637,228.6869049,219.2982483,379.9743347,237.697876,173.6455688,310.0324707,251.2562866,220.2845306,4,9,7,5,5,14,8,7,11,24,17,23.55435181,52.42616653,37.93626785,26.59150124,26.10693359,71.88703156,40.45921326,34.72911453,53.28682709,111.6694565,78.0174408,21790,5480612.035,13398.7011
